location,date,weather,temperature_celsius,time,ringer,ring_id,ring_recap,tag_id,species,sex,age,tars_mm,wing_mm,8prim_mm,fat,muscle,tail_mm,tail_fork_mm,weight_g,blood,faeces,cloaca,choane,ectoparasites,comments
Kutzerow,27/05/2021,,,14:52:00,CS,VH80428,n,NA,MS,m,a,11.8,113,87,2,3,60,NA,20.1,y,n,n,n,,
Kutzerow,27/05/2021,,,14:57:00,ES,VH80429,n,NA,MS,f,a,11.6,112,85,2,2,60,NA,19.7,n,n,n,n,,
Kutzerow,27/05/2021,,,15:01:00,CS,VH80430,n,NA,MS,m,a,11.9,108,82,1,3,56,NA,19.8,y,n,n,n,,
Kutzerow,27/05/2021,,,15:05:00,SKS,VH80431,n,NA,MS,m,a,11.4,110,84,2,1,63,NA,19.4,n,n,n,n,,löchrige Schwungfedern
Kutzerow,01/06/2021,,,11:45:00,CS,VH80432,n,,MS,m,a,11.4,106,89,2,1,67,NA,18.4,,,,,,
Kutzerow,01/06/2021,,,11:51:00,CS,VH80433,n,,MS,m,a,11.1,106,84,1,2,67,NA,17.7,,,,,,
Kutzerow,01/06/2021,,,11:55:00,CS,VH80434,n,2456,MS,m,a,11.5,112,87,2,2,63,NA,20,,,,,,
Kutzerow,01/06/2021,,,12:14:00,CL,VH80435,n,,MS,m,a,11,112,88,2,2,62,NA,19.4,,,,,,
Kutzerow,01/06/2021,,,12:20:00,CL,VH80436,n,2343,MS,m,a,11.6,113,88,2,2,68,NA,21.4,,,,,,
Kutzerow,01/06/2021,,,12:32:00,LS,VH80437,n,,MS,f,a,11.5,112,87,3,2,64,NA,21,,,,,,
Kutzerow,01/06/2021,,,12:40:00,ES,VH80438,n,,MS,m,a,11.3,112,89,1,2,55,NA,17.6,,,,,,
Kutzerow,01/06/2021,,,12:43:00,CL,VH80439,n,,MS,m,a,NA,111,84,2,1,NA,NA,19.1,,,,,,Augen entzündet
Kutzerow,01/06/2021,,,13:21:00,LS,VH80440,n,,MS,f,a,11.2,108,80,4,2,49,NA,20.7,,,,,,
Kutzerow,01/06/2021,,,13:54:00,CS,VH80441,n,,MS,f,a,11.1,111,85,2,1,64,NA,20.8,,,,,,
Kutzerow,01/06/2021,,,14:24:00,CS,VH80442,n,,MS,m,a,11.1,110,87,2,2,58,NA,19.4,,,,,,
Kutzerow,01/06/2021,,,14:31:00,CS,VH80443,n,2350,MS,m,a,11.3,111,85,2,2,60,NA,20.3,,,,,LF,
Kutzerow,01/06/2021,,,14:36:00,CS,VH80444,n,,MS,m,a,10.9,105,82,1,2,54,NA,18.1,,,,,,
Dedelow-MS,07/06/2021,sun,28,11:18:00,LS,VH80375,y,NA,MS,m,a,NA,NA,NA,2,2,NA,NA,17.6,,,,,,
Dedelow-MS,07/06/2021,sun,28,11:18:30,CL,VH80445,n,NA,MS,m,a,11.9,113,89,2,2,64,NA,18.5,,,,,,
Dedelow-MS,07/06/2021,sun,28,11:21:00,MG,VH80446,n,2334,MS,f,a,11.1,109,85,3,3,58,NA,21.4,,,,,,
Dedelow-MS,07/06/2021,sun,28,11:21:30,CL,VH80379,y,NA,MS,f,a,NA,NA,NA,3,2,NA,NA,19.4,,,,,,
Dedelow-MS,07/06/2021,sun,28,11:23:00,ES,VH80357,y,,,m,a,NA,NA,NA,2,2,NA,,19.1,y,n,y,y,,
Dedelow-MS,07/06/2021,sun,28,11:27:00,LS,ZI13624,y,,,f,a,11.5,NA,NA,3,2,NA,NA,NA,,,,,,vorzeitig entflogen
Dedelow-MS,07/06/2021,sun,28,11:29:00,MG,VH80409,y,,MS,f,a,NA,NA,NA,4,2,NA,NA,20.4,,,,,,
Dedelow-MS,07/06/2021,sun,28,11:31:00,LS,ZI13755,y,,MS,m,a,11.3,112,86,2,2,62,,18.7,,,,,,
Dedelow-MS,07/06/2021,sun,28,11:43:00,MG,VH80349,y,,MS,m,a,NA,NA,NA,2,2,NA,NA,18.5,y,n,y,y,LF,
Dedelow-MS,07/06/2021,sun,28,11:45:00,ES,VH80447,n,,MS,f,a,11.1,113,86,2,3,57,,21.7,,,,,LF,
Dedelow-MS,07/06/2021,sun,28,11:48:00,MG,VH80448,n,,MS,f,a,11.4,110,85,4,3,62,,19.4,,,,,,
Dedelow-MS,07/06/2021,sun,28,11:53:00,ES,VH80364,y,,MS,f,a,NA,NA,NA,2,2,NA,,20.5,,,,,LF,
Dedelow-MS,07/06/2021,sun,28,11:58:00,MG,VH80378,y,2459,MS,m,a,NA,NA,NA,2,2,NA,,20.6,,,,,,
Dedelow-MS,07/06/2021,sun,28,11:58:30,ES,VH80449,n,,MS,f,a,11.4,110,84,2,2,57,,18.7,,,,,LF,
Dedelow-MS,07/06/2021,sun,28,11:59:00,MG,VH80450,n,2360,MS,f,a,11.6,116,86,3,2,63,,18.4,,,,,LF,
Dedelow-MS,07/06/2021,sun,28,12:15:00,CL,VH80413,y,,MS,m,a,NA,NA,NA,2,3,NA,,20,,,,,,
Dedelow-MS,07/06/2021,sun,28,12:16:00,CL,VH80359,y,2458,MS,m,a,NA,NA,NA,2,2,NA,,19.6,,,,,,
Dedelow-MS,07/06/2021,sun,28,12:17:00,ES,ZI13762,y,,MS,m,a,11.2,111,86,2,3,58,,19.3,y,n,y,y,,
Dedelow-MS,07/06/2021,sun,28,12:19:00,MG,VH80451,n,,MS,m,a,11.2,108,80,2,2,59,,19.6,,,,,,
Dedelow-MS,07/06/2021,sun,28,12:25:00,MG,VH80452,n,,RS,f,a,11.8,124,96,3,2,87,,21.3,,,,,LF,
Dedelow-MS,07/06/2021,sun,28,12:30:00,CL,VH80453,n,,MS,f,a,11.5,112,85,2,2,60,,18.3,,,,,,
Dedelow-MS,07/06/2021,sun,28,12:31:00,ES,VH80423,y,,MS,m,a,NA,NA,NA,2,3,NA,,19,y,n,y,y,,
Dedelow-MS,07/06/2021,sun,28,12:35:00,MG,VH59094,y,,MS,f,a,11.4,107,83,4,3,60,,18.5,,,,,,
Dedelow-MS,07/06/2021,sun,28,12:56:00,ES,VH59065,y,,MS,m,a,11.3,NA,NA,2,3,NA,,19.5,,,,,,
Dedelow-MS,07/06/2021,sun,28,12:57:00,MG,VH80362,y,,MS,m,a,11.2,111,84,2,3,60,,18.9,,,,,LF,
Dedelow-MS,07/06/2021,sun,28,13:05:00,CL,VH80454,n,,MS,f,a,11.6,115,89,4,3,66,,21.7,y,,,,,
Dedelow-MS,07/06/2021,sun,28,13:05:30,ES,VH80446,y,,MS,f,a,NA,NA,NA,2,3,NA,,21.6,,,,,,mit Sender
Dedelow-MS,07/06/2021,sun,28,13:09:00,MG,VH59094,y,,MS,f,a,11.3,107,83,3,3,62,,18.4,y,n,y,y,,
Dedelow-MS,07/06/2021,sun,28,13:10:00,SM,VH80455,n,,MS,f,a,11.7,111,84,2,2,57,,19.5,,,,,,
Dedelow-MS,07/06/2021,sun,28,13:19:00,ES,VH80369,y,,MS,m,a,NA,NA,NA,2,2,,,17.7,,,,,,
Dedelow-MS,07/06/2021,sun,28,13:22:00,SM,VH80456,n,,MS,m,a,11.2,111,82,2,2,56,,18.6,,,,,LF,
Dedelow-MS,07/06/2021,sun,28,13:22:30,MG,VH80361,y,,MS,f,a,NA,NA,NA,4,3,,,21.6,y,n,y,y,,
Dedelow-MS,07/06/2021,sun,28,13:43:00,CS,VH80449,y,,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,Tagesfang
Dedelow-MS,07/06/2021,sun,28,13:44:00,CS,ZI13615,y,,MS,m,a,11.3,110,85,1,1,55,,19.2,,,,,,
Dedelow-MS,07/06/2021,sun,28,13:49:00,CS,ZI13622,y,,MS,m,a,11.4,113,86,2,1,63,,17.9,,,,,,
Dedelow-MS,07/06/2021,sun,28,13:49:30,ES,VH80457,n,,MS,f,a,11.4,118,84,3,3,54,,22.5,,,,,,
Dedelow-MS,07/06/2021,sun,28,13:52:00,CS,VH80458,n,,MS,m,a,11.6,116,87,2,3,60,,19.9,,,,,,
Dedelow-MS,07/06/2021,sun,28,13:54:00,CS,VH80459,n,,MS,f,a,11.4,112,87,4,3,58,,21.6,y,,,,,
Dedelow-MS,07/06/2021,sun,28,14:05:00,CS,VH80450,y,2360,MS,f,a,11.6,116,86,3,2,63,,18.4,,,,,,
Dedelow-MS,07/06/2021,sun,28,14:06:00,CS,VH80347,y,,MS,m,a,NA,NA,NA,2,3,NA,,20.9,,,,,,
Dedelow-MS,07/06/2021,sun,28,14:07:00,MG,VH80359,y,,MS,m,a,NA,NA,NA,3,2,NA,,19.5,,,,,,
Dedelow-MS,07/06/2021,sun,28,14:07:30,SM,VH59052,y,,MS,f,a,11.7,109,84,3,2,61,,19.9,,,,,,
Dedelow-MS,07/06/2021,sun,28,14:08:00,MG,VH80349,y,,MS,f,a,NA,NA,NA,3,3,NA,,18.9,,,,,,
Dedelow-MS,07/06/2021,sun,28,14:10:00,SM,VH80478,y,,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,,,,,mit Sender
Dedelow-MS,07/06/2021,sun,28,14:10:30,MG,VH80460,n,,MS,f,a,11.4,109,83,3,2,58,,20.3,,,,,,
Dedelow-MS,07/06/2021,sun,28,14:11:00,SM,VH59077,y,,MS,m,a,11.7,111,82,2,2,55,,18.2,,,,,LF,
Dedelow-MS,07/06/2021,sun,28,14:15:00,LS,VH80409,y,,MS,f,a,NA,NA,NA,3,3,NA,,20.4,y,n,y,y,,
Dedelow-MS,07/06/2021,sun,28,14:18:00,ES,VH80461,n,,RS,m,a,11.5,124,93,2,3,96,62,19.4,,,,,,
Dedelow-MS,07/06/2021,sun,28,14:19:00,SM,VH80406,y,,MS,m,a,NA,NA,NA,2,2,NA,,19.4,,,,,,
Dedelow-MS,07/06/2021,sun,28,14:23:00,LS,VH80462,n,,MS,m,a,11.1,110,84,3,2,53,,19.1,y,,y,y,,
Dedelow-MS,07/06/2021,sun,28,14:23:30,SM,VH80380,n,,MS,f,a,11.8,111,80,3,3,50,,20.8,,,,,,
Dedelow-MS,07/06/2021,sun,28,14:26:00,ES,VH80463,n,,MS,f,a,11.4,113,82,3,3,58,,21,,,,,LF,
Dedelow-MS,07/06/2021,sun,28,14:51:00,MG,VH80448,y,,MS,f,a,11.4,110,85,4,3,62,,19.4,,,,,,
Dedelow-MS,07/06/2021,sun,28,14:53:00,CS,VH80384,y,,MS,m,a,NA,NA,NA,2,1,NA,NA,19,,,,,,
Dedelow-MS,07/06/2021,sun,28,14:53:30,MG,VH80464,n,,MS,f,a,11.4,114,88,3,2,58,,21,,,,,LF,
Dedelow-MS,07/06/2021,sun,28,14:57:00,CS,VH59048,y,,MS,m,a,NA,NA,NA,2,2,NA,NA,18.1,,,,,,
Dedelow-MS,07/06/2021,sun,28,14:59:00,MG,VH80367,y,,MS,m,a,11.2,111,87,2,2,62,NA,18.1,,,,,,
Dedelow-MS,07/06/2021,sun,28,15:01:00,CS,VH59059,y,,MS,f,a,11.8,116,89,4,3,60,,22.7,,,,,,
Dedelow-MS,07/06/2021,sun,28,15:03:00,MG,ZI13694,y,,MS,f,a,11.5,108,82,4,3,61,,20.6,,,,,LF,
Dedelow-MS,07/06/2021,sun,28,15:03:30,CS,VH59094,y,,MS,f,a,11.2,108,84,3,3,58,,18.4,,,,,,
Dedelow-MS,07/06/2021,sun,28,15:06:00,MG,VH80369,y,,MS,f,a,NA,NA,NA,2,1,NA,NA,17.8,,,,,,
Dedelow-MS,07/06/2021,sun,28,15:08:00,CS,VH80456,y,,MS,m,a,11.2,111,82,2,2,56,,18.6,,,,,LF,
Dedelow-MS,07/06/2021,sun,28,15:11:00,LS,VH80455,y,,MS,f,a,11.7,111,84,2,2,57,,19.5,,,,,,
Dedelow-MS,07/06/2021,sun,28,15:15:00,MG,VH80459,y,,MS,f,a,11.4,112,87,4,3,58,,21.6,y,n,n,n,,
Dedelow-MS,07/06/2021,sun,28,15:18:00,MG,VH80453,y,,MS,f,a,11.5,112,85,2,2,60,,18.3,,,,,,
Dedelow-MS,07/06/2021,sun,28,15:18:30,CL,VH80465,n,,MS,f,a,11,108,84,2,3,57,,18.2,y,n,n,n,,
Dedelow-MS,07/06/2021,sun,28,15:24:00,LS,VH80466,n,,MS,f,a,11.8,114,NA,4,3,,,NA,,,,,,entflogen
Dedelow-MS,07/06/2021,sun,28,15:30:00,MG,VH80382,y,,MS,f,a,11.2,112,85,4,3,59,,20,y,n,n,n,,
Dedelow-MS,07/06/2021,sun,28,15:33:00,LS,VH80450,y,2360,MS,f,a,11.6,116,86,3,2,63,,18.4,,,,,,
Dedelow-MS,07/06/2021,sun,28,15:34:00,LS,VH80467,n,,MS,f,a,11.7,110,87,2,3,63,,20.4,y,n,n,n,,
Dedelow-MS,07/06/2021,sun,28,15:37:00,MG,VH80468,n,,RS,f,a,11.8,124,96,2,3,99,59,19.8,,,,,,LF
Dedelow-MS,07/06/2021,sun,28,15:45:00,CL,VH80405,y,,MS,f,a,11.4,111,87,3,2,59,,20.3,,,,,,
Dedelow-MS,07/06/2021,sun,28,15:50:00,MG,ZI13623,y,,MS,f,a,11.4,112,85,2,2,61,,22.2,,,,,,
Dedelow-MS,07/06/2021,sun,28,15:52:00,CL,VH80469,n,,MS,f,a,11.2,111,85,3,2,62,,19.7,y,n,n,n,,
Dedelow-MS,07/06/2021,sun,28,16:00:00,LS,VH80470,n,,MS,f,a,11.6,106,80,3,3,55,,19.1,y,n,n,n,,
Dedelow-MS,07/06/2021,sun,28,16:04:00,MG,VH59072,y,,MS,f,a,11.3,109,86,2,2,58,,21.4,,,,,,
Dedelow-MS,07/06/2021,sun,28,16:06:00,MG,VH59051,y,,MS,f,a,11.5,110,85,4,3,64,,19.7,y,,,,,
Dedelow-MS,07/06/2021,sun,28,16:10:00,MG,VH80406,y,,MS,f,a,11.3,111,85,2,2,62,,18.5,,,,,,einseitiger Schwanz
Dedelow-RS,08/06/2021,sun ,22,11:33:00,CL,VH80471,n,,RS,f,a,11.6,122,96,3,2,87,40,22.8,,,,,,
Dedelow-RS,08/06/2021,sun ,22,11:37:00,CS,ZI13694,y,,RS,f,a,10.6,119,93,4,3,76,34,21.9,,,,,,
Dedelow-RS,08/06/2021,sun ,22,11:41:00,LS,ZI13641,y,,RS,m,a,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,entflogen
Dedelow-RS,08/06/2021,sun ,22,11:43:00,CL,VH80336,y,,RS,f,a,NA,125,98,3,2,95,42,19.8,,,,,,
Dedelow-RS,08/06/2021,sun ,22,11:44:00,CS,VH80344,y,,RS,f,a,11,122,97,3,2,84,38,21.5,,,,,,
Dedelow-RS,08/06/2021,sun ,22,11:44:30,CL,VH80472,n,,RS,m,a,11,125,98,2,2,94,56,NA,,,,,LF,
Dedelow-RS,08/06/2021,sun ,22,11:48:00,LS,VH80473,n,,RS,m,a,10.9,NA,NA,3,3,NA,NA,NA,,,,,,entflogen
Dedelow-RS,08/06/2021,sun ,22,11:48:30,SKS,VH80474,n,,RS,f,a,11.3,124,93,3,2,86,45,22.9,,,,,LF,
Dedelow-RS,08/06/2021,sun ,22,11:55:00,LS,ZI13653,y,,RS,f,a,10.8,123,98,3,2,100,56,18.3,,,,,,
Dedelow-RS,08/06/2021,sun ,22,11:57:00,SKS,VH80475,n,,RS,m,a,10.4,122,90,2,2,103,62,18.9,,,,,LF,
Dedelow-RS,08/06/2021,sun ,22,11:59:00,LS,VH80476,n,,RS,m,a,11,122,99,2,2,92,54,19,,,,,LF,viele LF
Dedelow-RS,08/06/2021,sun ,22,12:06:00,SKS,ZI13641,y,,RS,f,a,NA,125,NA,3,2,NA,NA,22.4,,,,,LF,viele LF
Dedelow-RS,08/06/2021,sun ,22,12:08:00,LS,VH80322,y,,RS,f,a,NA,NA,NA,5,2,NA,NA,22.6,,,,,LF,
Dedelow-RS,08/06/2021,sun ,22,12:11:00,SKS,VH80477,n,,RS,m,a,11.1,127,94,1,2,83,45,17,,,,,,
Dedelow-RS,08/06/2021,sun ,22,12:11:30,LS,ZI13632,y,,RS,m,a,NA,NA,NA,1,2,NA,NA,18.8,,,,,LF,
Dedelow-RS,08/06/2021,sun ,22,12:12:00,CL,ZI13647,y,,RS,f,a,NA,125,97,2,2,87,47,18.9,,,,,,
Dedelow-RS,08/06/2021,sun ,22,12:16:00,CL,VH80478,n,,RS,m,a,11.5,129,100,2,3,120,73,20.4,,,,,LF,
Dedelow-RS,08/06/2021,sun ,22,12:17:00,LS,ZI13788,n,,RS,m,a,NA,NA,NA,3,2,NA,NA,21.8,,,,,,
Dedelow-RS,08/06/2021,sun ,22,12:19:00,SKS,VH80345,y,,RS,f,a,11.4,132,93,4,2,94,56,24.1,,,,,,
Dedelow-RS,08/06/2021,sun ,22,12:23:00,CS,VH80338,y,,RS,f,a,NA,NA,NA,3,2,NA,NA,20.6,,,,,,
Dedelow-RS,08/06/2021,sun ,22,12:26:00,LS,VH80479,n,,RS,m,a,11,127,99,3,2,115,70,20.4,y,,,,,
Dedelow-RS,08/06/2021,sun ,22,12:30:00,SKS,VH80480,n,,RS,f,a,11.3,126,95,3,3,78,37,23.3,,,,,,
Dedelow-RS,08/06/2021,sun ,22,12:35:00,LS,VH80481,n,,RS,m,a,10.5,122,92,3,2,110,67,18.2,,,,,LF,
Dedelow-RS,08/06/2021,sun ,22,12:39:00,CS,VH80482,n,,RS,f,a,11,127,100,2,1,99,57,20.2,,,,,LF,
Dedelow-RS,08/06/2021,sun ,22,12:41:00,SKS,VH80483,n,,RS,m,a,11.2,126,95,1,2,96,55,18.7,,,,,,
Dedelow-RS,08/06/2021,sun ,22,12:47:00,CS,VH80484,n,,RS,m,a,11.2,128,100,2,2,94,52,20.1,,,,,,
Dedelow-RS,08/06/2021,sun ,22,12:49:00,SKS,VH80485,n,,RS,f,a,11.5,125,95,2,1,85,45,21.5,,,,,,
Dedelow-RS,08/06/2021,sun ,22,12:52:00,CS,ZI13675,y,,RS,f,a,NA,NA,NA,3,3,NA,NA,20.2,,,,,LF,viele LF
Dedelow-RS,08/06/2021,sun ,22,12:57:00,CS,VH80486,n,,RS,m,a,11.5,125,96,2,3,102,62,21.3,,,,,,
Dedelow-RS,08/06/2021,sun ,22,12:57:30,SKS,ZI13633,y,,RS,m,a,NA,NA,NA,2,2,NA,NA,18.7,,,,,,
Dedelow-RS,08/06/2021,sun ,22,13:01:00,SKS,VH80487,n,,RS,m,a,11.4,127,91,3,3,112,76,19.3,y,n,y,y,,
Dedelow-RS,08/06/2021,sun ,22,13:03:00,CS,VH80307,y,,RS,f,a,NA,NA,NA,3,3,NA,NA,23.1,,,,,LF,
Dedelow-RS,08/06/2021,sun ,22,13:10:00,SKS,VH80303,y,,RS,f,a,NA,NA,NA,4,2,NA,NA,24.1,,,,,,
Dedelow-RS,08/06/2021,sun ,22,13:14:00,SKS,ZI13651,y,,RS,m,a,NA,128,96,3,2,123,NA,20.6,y,n,n,n,LF,
Dedelow-RS,08/06/2021,sun ,22,13:25:00,SKS,VH80488,n,,RS,f,a,11.3,117,85,4,3,79,40,20.1,,,,,LF,
Dedelow-RS,08/06/2021,sun ,22,13:28:00,CS,VH80489,n,,RS,f,a,11.5,116,90,2,2,88,46,20,,,,,LF,
Dedelow-RS,08/06/2021,sun ,22,13:31:00,CS,ZI13789,y,,RS,f,a,NA,NA,NA,2,1,NA,NA,19.3,,,,,,
Dedelow-RS,08/06/2021,sun ,22,13:33:00,SKS,VH80490,n,,RS,m,a,10.8,125,92,2,2,103,65,18.6,,,,,,
Dedelow-RS,08/06/2021,sun ,22,13:33:30,CS,VH80491,n,,RS,m,a,10.9,123,98,1,1,95,53,17.2,,,,,,
Dedelow-RS,08/06/2021,sun ,22,13:39:00,CS,ZI13639,y,,RS,m,a,NA,NA,NA,2,1,NA,NA,18.9,,,,,,
Dedelow-RS,08/06/2021,sun ,22,14:16:00,LS,VH80478,y,,RS,m,a,11.5,129,100,2,3,120,73,20.4,,,,,LF,
Dedelow-RS,08/06/2021,sun ,22,14:17:00,LS,VH80492,n,,RS,m,a,11.3,127,95,2,2,105,66,18.8,,,,,LF,
Dedelow-RS,08/06/2021,sun ,22,14:19:00,SKS,ZI13638,y,,RS,f,a,NA,NA,NA,3,2,NA,NA,18.8,,,,,,
Dedelow-RS,08/06/2021,sun ,22,14:33:00,LS,VH80493,n,,RS,f,a,11.3,126,99,3,2,85,50,20.4,,,,,,
Dedelow-RS,08/06/2021,sun ,22,14:40:00,SKS,VH80319,y,,RS,f,a,NA,NA,NA,4,3,NA,NA,22.9,,,,,,
Dedelow-RS,08/06/2021,sun ,22,14:42:00,LS,VH80317,y,,RS,f,a,NA,NA,NA,3,3,NA,NA,22.4,,,,,,
Dedelow-RS,08/06/2021,sun ,22,14:44:00,SKS,ZI93795,y,,RS,f,a,NA,NA,NA,2,2,NA,NA,21.3,,,,,,
Dedelow-RS,08/06/2021,sun ,22,14:51:00,LS,VH80475,y,,RS,m,a,10.4,122,90,2,2,103,62,18.9,,,,,,
Dedelow-RS,08/06/2021,sun ,22,14:52:00,LS,ZI13672,y,,RS,f,a,NA,NA,NA,3,2,NA,NA,22.1,,,,,,
Dedelow-RS,08/06/2021,sun ,22,14:56:00,SKS,NA213660,n,,CB,m,a,33.8,136,100,2,2,NA,NA,NA,,,,,,"common blackbird / Amsel, tick at eye"
Dedelow-RS,08/06/2021,sun ,22,15:01:00,CL,VH80494,n,,RS,m,a,11.4,126,103,2,2,101,59,17.7,,,,,,
Dedelow-RS,08/06/2021,sun ,22,15:10:00,LS,VH80495,n,,RS,m,a,11,130,101,1,2,118,70,21.7,,,,,LF,
Dedelow-RS,08/06/2021,sun ,22,15:18:00,SKS,VH80327,y,,RS,f,a,NA,NA,NA,3,3,NA,NA,22.6,,,,,,
Dedelow-RS,08/06/2021,sun ,22,15:20:00,LS,ZI13788,y,,RS,m,a,NA,NA,NA,3,2,NA,NA,21.8,,,,,,
Dedelow-RS,08/06/2021,sun ,22,15:21:00,LS,ZI13641,y,,RS,m,a,NA,125,NA,1,2,NA,NA,18.7,,,,,LF,
Dedelow-RS,08/06/2021,sun ,22,15:23:00,SKS,VH80304,y,,RS,m,a,NA,NA,NA,1,2,NA,NA,18.7,,,,,,
Dedelow-RS,08/06/2021,sun ,22,15:24:00,LS,VH80496,n,,RS,m,a,10.8,126,99,NA,NA,106,65,18.8,,,,,LF,
Dedelow-RS,08/06/2021,sun ,22,15:26:00,SKS,VH59087,y,,RS,f,a,NA,NA,NA,3,3,NA,NA,22.2,,,,,,
Dedelow-RS,08/06/2021,sun ,22,15:29:00,SKS,VH80331,y,,RS,m,a,NA,NA,NA,2,2,NA,NA,18.3,,,,,,
Dedelow-RS,08/06/2021,sun ,22,15:31:00,CL,VH80334,y,,RS,f,a,NA,NA,NA,3,1,NA,NA,20.3,,,,,,
Dedelow-RS,08/06/2021,sun ,22,15:32:00,CS,ZI13696,y,,RS,m,a,NA,NA,NA,2,2,NA,NA,20.5,,,,,,
Dedelow-RS,08/06/2021,sun ,22,15:33:00,LS,ZI13627,y,,RS,m,a,NA,NA,NA,2,3,NA,NA,19.9,,,,,,
Dedelow-RS,08/06/2021,sun ,22,15:53:00,CL,VH80337,y,,RS,m,a,NA,NA,NA,3,1,NA,NA,20.9,y,,,,,
Dedelow-RS,08/06/2021,sun ,22,15:58:00,LS,VH80497,n,,RS,m,a,11.6,123,94,1,2,107,66,19.4,,,,,,
Dedelow-RS,08/06/2021,sun ,22,15:59:00,CS,ZI13684,y,,RS,f,a,NA,NA,NA,3,2,NA,NA,21.1,,,,,,
Dedelow-RS,08/06/2021,sun ,22,16:04:00,CS,VH80498,n,,RS,f,a,11.8,123,94,1,1,87,44,20.1,y,,,,LF,
Dedelow-RS,08/06/2021,sun ,22,16:09:00,LS,ZI13632,y,,RS,m,a,NA,NA,NA,2,2,NA,NA,19.1,,,,,,
Dedelow-RS,08/06/2021,sun ,22,16:12:00,CS,VH80499,n,,RS,m,a,11,127,98,2,3,96,54,18.6,,,,,,
Dedelow-RS,08/06/2021,sun ,22,16:14:00,LS,ZI13666,y,,RS,f,a,NA,NA,NA,3,3,NA,NA,21.7,,,,,,
Dedelow-RS,08/06/2021,sun ,22,16:18:00,LS,PC35818,n,,PD,m,a,28.2,75,57,2,3,NA,NA,28.4,,,,,,Passer domesticus
Dedelow-RS,08/06/2021,sun ,22,16:18:30,CS,Zi13629,y,,RS,m,a,NA,NA,NA,2,2,NA,NA,19,,,,,LF,
Dedelow-RS,08/06/2021,sun ,22,16:25:00,CS,VH80344,y,,RS,f,a,11,122,97,3,2,84,38,21.5,,,,,,
Dedelow-RS,08/06/2021,sun ,22,16:31:00,CL,ZI13798,y,,RS,f,a,NA,NA,NA,3,1,NA,NA,19.6,,,,,,
Dedelow-RS,08/06/2021,sun ,22,16:32:00,LS,VH80500,n,,RS,f,a,10.7,120,93,2,1,75,38,18.1,,,,,LF,
Dedelow-RS,08/06/2021,sun ,22,16:41:00,CS,NA,NA,,RS,m,a,11.5,125,94,2,1,105,62,19.9,,,,,LF,no ring
Dedelow-RS,08/06/2021,sun ,22,16:45:00,CS,VH80501,n,,RS,f,a,11,122,94,3,3,87,43,21.9,,,,,,
Dedelow-RS,08/06/2021,sun ,22,16:49:00,CS,VH80488,y,,RS,f,a,11.3,117,85,4,3,79,40,20.1,,,,,LF,
Dedelow-RS,08/06/2021,sun ,22,16:50:00,CS,ZI13693,y,,RS,f,a,NA,NA,NA,2,1,NA,49.4,19.9,,,,,LF,
Dedelow-RS,08/06/2021,sun ,22,16:44:00,LS,ZI13681,y,,RS,m,a,10.9,119,,2,2,,53.9,18.3,,,,,,
