location,date,weather,temperature_celsius,time,ringer,ring_id,ring_recap,tag_id,species,sex,age,tars_mm,wing_mm,8prim_mm,fat,muscle,tail_mm,tail_fork_mm,weight_g,blood,faeces,cloaca,feather,choane,ectoparasites,comments
Dedelow-MS,26/06/2023,"sunny, slightly windy",28,13:01:00,MG,VH80582,y,,MS,NA,a,NA,NA,NA,NA,NA,NA,NA,18.8,NA,NA,NA,NA,NA,NA,NA
Dedelow-MS,26/06/2023,"sunny, slightly windy",28,13:01:00,U,VH80681,n,,MS,NA,NA,10.6,106,81,2,1,58,NA,17.3,NA,NA,NA,NA,NA,NA,NA
Dedelow-MS,26/06/2023,"sunny, slightly windy",29,13:06:00,U,VH80528,y,,MS,f,a,NA,NA,NA,NA,NA,NA,NA,20.4,NA,NA,NA,NA,NA,NA,pregnant
Dedelow-MS,26/06/2023,"sunny, slightly windy",29,13:13:00,U,VH80663,y,,MS,f,a,NA,NA,NA,NA,NA,NA,NA,19.7,NA,NA,NA,NA,NA,NA,pregnant
Dedelow-MS,26/06/2023,"sunny, slightly windy",29,13:14:00,MG,VH80660,y,,MS,f,a,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,pregnant
Dedelow-MS,26/06/2023,"sunny, slightly windy",29,13:15:00,U,VH80665,y,,MS,f,a,NA,NA,NA,NA,NA,NA,NA,18.2,NA,NA,NA,NA,NA,NA,pregnant
Dedelow-MS,26/06/2023,"sunny, slightly windy",29,13:20:00,MG,VH80682,n,,MS,m,a,11.3,111,82,1,1,61,NA,18.2,NA,NA,NA,NA,NA,NA,NA
Dedelow-MS,26/06/2023,"sunny, slightly windy",29,13:20:00,U,VH80545,y,,MS,NA,a,NA,NA,NA,NA,NA,NA,NA,17.3,NA,NA,NA,NA,NA,NA,NA
Dedelow-MS,26/06/2023,"sunny, slightly windy",29,13:28:00,MG,VH80683,n,,MS,f,a,11.3,115,84,3,2,58,NA,19,NA,NA,NA,NA,NA,NA,pregnant
Dedelow-MS,26/06/2023,"sunny, slightly windy",29,13:28:00,U,VH80684,n,,MS,f,a,10.5,114,87,1,2,62,NA,19.9,NA,NA,NA,NA,NA,NA,pregnant
Dedelow-MS,26/06/2023,"sunny, slightly windy",29,14:05:00,MG,VH80566,y,,MS,f,a,NA,NA,NA,3,1,NA,NA,20.1,NA,NA,NA,NA,NA,NA,pregnant
Dedelow-MS,26/06/2023,"sunny, slightly windy",29,14:05:00,U,VH80562,y,,MS,f,a,NA,NA,NA,NA,NA,NA,NA,18.6,NA,NA,NA,NA,NA,NA,pregnant
Dedelow-MS,26/06/2023,"sunny, slightly windy",29,14:12:00,MG,VH80589,y,,MS,NA,a,NA,NA,NA,NA,NA,NA,NA,17.9,NA,NA,NA,NA,NA,NA,NA
Dedelow-MS,26/06/2023,"sunny, slightly windy",29,14:22:00,U,VH80591,y,,MS,NA,a,NA,NA,NA,NA,NA,NA,NA,18.8,NA,NA,NA,NA,NA,NA,tagged in 2023
Dedelow-MS,26/06/2023,"sunny, slightly windy",29,14:15:00,U,VH80559,y,,MS,f,a,NA,NA,NA,NA,NA,NA,NA,20.3,NA,NA,NA,NA,NA,NA,pregnant
Dedelow-MS,26/06/2023,"sunny, slightly windy",29,14:32:00,MG,VH80532,y,,MS,f,a,NA,NA,NA,NA,NA,NA,NA,18.1,NA,NA,NA,NA,NA,NA,NA
Dedelow-MS,26/06/2023,"sunny, slightly windy",29,14:33:00,U,VH80427,y,,MS,f,a,NA,NA,NA,NA,NA,NA,NA,18.8,NA,NA,NA,NA,NA,NA,pregnant
Dedelow-MS,26/06/2023,"sunny, slightly windy",29,14:33:00,U,VH80557,y,,MS,f,a,NA,NA,NA,2,1,NA,NA,17.7,NA,NA,NA,NA,NA,NA,NA
Dedelow-MS,26/06/2023,"sunny, slightly windy",29,14:39:00,MG,VH80466,y,,MS,NA,a,NA,NA,NA,NA,NA,NA,NA,18.8,NA,NA,NA,NA,NA,NA,NA
Dedelow-MS,26/06/2023,"sunny, slightly windy",29,14:39:00,U,VH80563,y,,MS,NA,a,NA,NA,NA,NA,NA,NA,NA,18.9,NA,NA,NA,NA,NA,NA,NA
Dedelow-MS,26/06/2023,"sunny, slightly windy",29,14:43:00,U,VH80595,y,,MS,NA,a,NA,NA,NA,NA,NA,NA,NA,19.5,NA,NA,NA,NA,NA,LF,pregnant
Dedelow-MS,26/06/2023,"sunny, slightly windy",29,14:44:00,Aur,VH80566,y,,MS,f,a,NA,NA,NA,NA,NA,NA,NA,20.5,NA,NA,NA,NA,NA,NA,pregnant
Dedelow-MS,26/06/2023,"sunny, slightly windy",29,14:50:00,MG,VH80685,n,,MS,NA,a?,NA,105,80,NA,NA,54,NA,19.1,NA,NA,NA,NA,NA,NA,juvenile?
Dedelow-MS,26/06/2023,"sunny, slightly windy",29,14:50:00,U,VH80663,y,,MS,NA,a,NA,NA,NA,NA,NA,NA,NA,20.3,NA,NA,NA,NA,NA,NA,pregnant
Dedelow-MS,26/06/2023,"sunny, slightly windy",29,14:50:00,SKS,VH80665,y,,MS,NA,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVA-Kutzerow,26/06/2023,schwül,25,10:00:00,CL,VH80701,n,,MS,m,a,10.7,117,,1,1,,,17.4,,,,,,,
MVA-Kutzerow,26/06/2023,schwül,25,10:08:00,CL,VH80702,n,,MS,m,a,11.2,114,,0,0,,,16.7,,,,,,,
MVA-Kutzerow,26/06/2023,schwül,25,10:10:00,CL,VH80703,n,,MS,f,a,11.2,110,,2,2,,,17.5,,,,,,,
MVA-Kutzerow,26/06/2023,schwül,25,10:13:00,CL,VH80634,y,,MS,m,a,10.9,110,,1,1,,,16.8,,,,,,,
MVA-Kutzerow,26/06/2023,schwül,25,10:16:00,CL,VH80704,n,,MS,m,a,11.4,115,,0,1,,,16.2,,,,,,,
MVA-Kutzerow,26/06/2023,schwül,25,10:23:00,CL,VH80705,n,,MS,f,a,11.5,109,,2,2,,,20.3,,,,,,,ei im bauch
MVA-Kutzerow,26/06/2023,schwül,25,10:26:00,CL,VH80706,n,,MS,f,a,11.6,114,,3,1,,,19.6,,,,,,,
MVA-Kutzerow,26/06/2023,schwül,25,10:33:00,CL,VH80707,n,,MS,m,a,11.8,115,,1,1,,,18.3,,,,,,,
MVA-Kutzerow,26/06/2023,schwül,25,10:53:00,CL,VH80429,y,,MS,f,a,11.8,109,,1,1,,,16.8,,,,,,,
MVA-Kutzerow,26/06/2023,schwül,25,10:55:00,CL,VH80708,n,,MS,f,a,11.2,111,,3,2,,,19.7,,,,,,,ei im bauch
MVA-Kutzerow,26/06/2023,schwül,25,10:59:00,CL,VH80709,n,,MS,m,a,11.2,113,,2,1,,,15.9,,,,,,,
MVA-Kutzerow,26/06/2023,schwül,25,11:05:00,CL,VH80710,n,3067,MS,f,a,11.9,115,,2,1,,,21.7,,y,y,,y,,grin angemalt
MVA-Kutzerow,26/06/2023,schwül,25,11:35:00,CL,VH80711,n,,MS,m,a,10.5,109,,2,1,,,17.4,,,,,,,
MVA-Kutzerow,26/06/2023,schwül,25,11:39:00,CL,VH80712,n,,MS,m,a,11.8,114,,2,1,,,19.5,,,,,,,
MVA-Kutzerow,26/06/2023,schwül,25,11:57:00,CL,VH80713,n,,MS,f,a,10.9,110,,3,1,,,20.5,,,,,,,ei im bauch
MVA-Kutzerow,26/06/2023,schwül,25,11:59:00,CL,VH80714,n,,MS,m,a,11.4,105,,2,1,,,17.5,,,,,,,
MVA-Kutzerow,26/06/2023,schwül,25,12:04:00,CL,VH80715,n,,MS,m,a,11.1,108,,1,1,,,18.5,,,,,,,
MVA-Kutzerow,26/06/2023,schwül,25,12:08:00,CL,VH80716,n,,MS,f,a,12,107,,1,1,,,18.6,,,,,,,
MVA-Kutzerow,26/06/2023,schwül,25,12:14:00,CL,VH80717,n,,MS,m,a,10.5,108,,1,1,,,16,,,,,,,
MVA-Kutzerow,26/06/2023,schwül,25,12:32:00,CL,VH80718,n,,MS,f,a,11.8,117,,3,1,,,18.3,,,,,,,2994 : antenne abgerissen
MVA-Kutzerow,26/06/2023,schwül,25,12:37:00,CL,VH80719,n,2994,MS,m,a,11.7,113,,2,2,,,20.3,y,y,y,,y,,
MVA-Kutzerow,26/06/2023,schwül,25,13:08:00,CL,VH80720,n,3065,MS,m,a,11.9,114,,1,1,,,20,y,y,y,,y,,pink angemalt
MVA-Kutzerow,26/06/2023,schwül,25,13:29:00,CL,VH80721,n,2887,MS,m,a,11.5,113,,2,1,,,21.2,y,,,,,,gelb angemalt
MVA-Kutzerow,26/06/2023,schwül,25,13:49:00,CL,VH80717,y,,MS,,a,,,,1,1,,,15.5,,,,,,,recapture from same day
Lutz-Nix,26/06/2023,,23,09:08:00,CS,ZK56814,y,,RS,f,a,11.2,124,,1,1,,47.8,16,,,,,,LF,
Lutz-Nix,26/06/2023,,23,09:13:00,CS,ZK22766,n,2996,RS,m,a,11.7,127,,1,2,,65.5,19,y,y,y,y,y,LF,walker
Lutz-Nix,26/06/2023,,23,09:37:00,CS,ZK56837,y,2991,RS,f,a,11.6,125,,1,1,,56.8,19,,,,,,LF,walker
Lutz-Nix,26/06/2023,,23,09:39:00,CS,ZK56807,y,2995,RS,m,a,11.9,125,,2,2,,71.6,22,,y,,,,LF,"walker, 1 abgebroch. schwanzfed"
Lutz-Nix,26/06/2023,,23,09:54:00,CS,ZK22767,n,,RS,f,a,11.3,126,,1,1,,56.4,18,,,,,,LF,
Lutz-Nix,26/06/2023,,23,10:01:00,CS,ZK56810,y,2999,RS,f,a,11.8,122,,1,1,,49.6,20.5,,y,,,,,ghost
Lutz-Nix,26/06/2023,,23,10:05:00,CS,ZK22768,n,2990,RS,f,a,11.2,125,,1,1,,43,19,y,y,y,y,y,LF,ghost
Lutz-Nix,26/06/2023,,23,10:34:00,CS,ZK56808,y,3076,RS,f,a,11.7,124,,1,1,,43.3,19,,,,,y,,walker
Lutz-Nix,26/06/2023,,23,10:57:00,CS,ZK22769,n,,RS,f,a,11.2,119,,2,1,,41.5,18,,,,,,,
Lutz-Nix,26/06/2023,,23,11:10:00,CS,ZK56811,y,3074,RS,f,a,11.3,125,,3,2,,52.7,19.5,,y,,,,LF,walker
Lutz-Nix,26/06/2023,,23,11:55:00,CS,ZK22767,y,,RS,,a,,,,,,,,17,,,,,,,siehe gleicher tag
Lutz-Nix,26/06/2023,,23,11:57:00,CS,ZK56815,y,,RS,f,a,11.9,121,,1,1,,35.5,17,,,,,,LF,
Lutz-Nix,26/06/2023,,23,13:47:00,CS,ZK22770,n,3073,RS,m,a,11.2,124,,1,2,,59.5,19.5,y,,y,y,y,LF,ghost
Lutz-Nix,26/06/2023,,23,14:30:00,CS,ZK22767,y,,RS,,a,,,,,,,,17,,,,,,,siehe gleicher tag
Lutz-Nix,26/06/2023,,23,14:33:00,CS,ZK22771,n,3079,RS,m,a,11.8,123,,2,2,,72.2,19,y,y,y,y,y,LF,walker
Lutz-Nix,26/06/2023,,23,14:59:00,CS,ZK56810,y,,RS,,a,,,,,,,,,,,,,,,siehe gleicher tag
Lutz-Nix,26/06/2023,,23,15:00:00,CS,ZK56812,y,3078,RS,m,a,11.8,127,,1,2,,70.2,19.5,,,,,,,walker
Futterhaus,26/06/2023,sunny,24,09:44:00,WU,ZK56931,n,,RS,f,a,10.9,126,,3,3,,53.4,21,,y,,,,,
Futterhaus,26/06/2023,,24,09:56:00,WU,ZK56914,y,3061,RS,f,a,10.9,125,,3,3,,46.7,23,y,,,,,,Kl: Wimp
Futterhaus,26/06/2023,,24,10:30:00,WU,ZK56909,y,3059,RS,m,a,,,,,,,,20,,,,,,LF,Kl: Walker
Futterhaus,26/06/2023,,24,11:10:00,WU,ZK56931,n,3062,RS,m,a,10.8,129,,1,2,,77.9,20,,y,y,,y,,"Kl: Walker, no blood"
Futterhaus,26/06/2023,,24,11:45:00,WU,ZK56932,n,3063,RS,f,a,11.6,128,,1,2,,49.2,20,y,y,y,,y,,Kl: Wimp
Futterhaus,26/06/2023,,24,00:00:00,WU,ZK56933,n,3075,RS,f,a,11.2,120,,3,2,,45.6,22,y,y,y,,y,,Kl: Wimp
Futterhaus,26/06/2023,,24,12:30:00,WU,ZK56934,n,,RS,f,a,11.2,120,,2,1,,46.1,19,,,,,,,
Futterhaus,26/06/2023,,24,12:44:00,WU,ZK56917,y,3072,RS,f,a,,,,2,2,,,21.5,y,y,y,,y,,Kl: Walker
Futterhaus,26/06/2023,,24,13:00:00,WU,ZK56935,n,3070,RS,m?,a,10.9,122,,1,2,,41.6,20,y,y,y,,y,,Kl: Walker
Futterhaus,26/06/2023,,24,13:10:00,WU,ZK22669,y,,RS,,,,,,,,,,20,,,,,,,
Futterhaus,26/06/2023,,24,13:55:00,WU,ZK56936,n,,RS,m?,j,10.9,109,,0,2,,11.9,20,,,,,,LF,
Futterhaus,26/06/2023,,24,14:00:00,WU,ZK22691,y,,RS,,,,,,,,,,17.4,,,,,,,
Futterhaus,26/06/2023,,24,14:05:00,WU,ZK56937,n,,RS,f,a,11,119,,3,3,,34.6,22.2,,,,,,,
Futterhaus,26/06/2023,,24,14:10:00,WU,ZK56903,y,,RS,f,a,,122,,0,1,,35.8,18.5,,,,,,,
Futterhaus,27/06/2023,,24,14:15:00,WU,ZK22685,,,RS,m?,a,,129,,1,1,,66.1,18,,y,,,,,
Futterhaus,26/06/2023,,24,14:30:00,WU,ZK56938,y,,RS,m,a,,123,,0,1,,57.1,18.5,,y,,,,,
Futterhaus,26/06/2023,,24,14:45:00,WU,ZK56939,n,3081,RS,f,a,10.2,125,,2,2,,35.2,21,,,,,,,Kl: Wimp
Futterhaus,26/06/2023,,24,15:07:00,WU,ZK22710,n,,RS,f,a,10.3,123,,0,1,,35.1,19.5,,,,,,,
Futterhaus,26/06/2023,,27,15:10:00,WU,,,,RS,,j?,,111,,,,,16.2,19,,,,,,,
Futterhaus,26/06/2023,,27,15:25:00,WU,ZK56940,n,,RS,f,a,11.1,124,,2,4,,43.4,21.5,,,,,,,
Futterhaus,26/06/2023,,,15:50:00,WU,ZK56941,n,3082,RS,m,a,10.4,126,,1,2,,63.3,20,,y,y,,y,LF,Kl: Walker
Futterhaus,26/06/2023,,,16:00:00,WU,ZK56942,n,3080,RS,f,a,11.1,124,,2,2,,42.5,21.5,,y,,,,,Kl: Wimp
"PRIVAT, Labes, Falkenhagen ",27/06/2023,"sunny, very windy",18,08:40:00,SKS,VH80686,n,,MS,f,a,11.4,112,83,1,1,61,,17.7,,,,,,,
"PRIVAT, Labes, Falkenhagen ",27/06/2023,"sunny, very windy",18,08:45:00,SKS,VH80687,n,3085,MS,f,a,11.1,114,83,2,1,58,,21.2,y,,y,,y,,eyelash
"PRIVAT, Labes, Falkenhagen ",27/06/2023,"sunny, very windy",18,08:57:00,MG,VH80688,n,,MS,m,a,11.4,109,85,1,1,62,,19.3,,,,,,,
"PRIVAT, Labes, Falkenhagen ",27/06/2023,"sunny, very windy",18,09:11:00,MG,VH80689,n,,MS,f,a,11.2,108,83,2,0,59,,18,,y,,,,,Feder 
"PRIVAT, Labes, Falkenhagen ",27/06/2023,"sunny, very windy",18,09:12:00,MG,VH80690,n,3158,MS,m,a,11.6,111,86,1,1,61,,20,y,,y,,y,,
"PRIVAT, Labes, Falkenhagen ",27/06/2023,"sunny, very windy",18,09:28:00,SKS,VH80691,n,,MS,m,a,11.4,113,84,1,1,57,,19.3,,,,,,,
"PRIVAT, Labes, Falkenhagen ",27/06/2023,"sunny, very windy",18,09:32:00,SKS,VH80692,n,,MS,m,a,11.2,111,83,0,1,62,,17.9,,,,,,,
"PRIVAT, Labes, Falkenhagen ",27/06/2023,"sunny, very windy",18,09:49:00,SKS,VH80693,n,,MS,m,a,11.5,114,85,1,0,57,,18.9,,,,,,,
"PRIVAT, Labes, Falkenhagen ",27/06/2023,"sunny, very windy",18,09:59:00,SKS,VH80694,n,,MS,m,a,11.8,114,86,0,1,60,,18.2,,,,,,,
"PRIVAT, Labes, Falkenhagen ",27/06/2023,"sunny, very windy",18,10:02:00,SKS,VH80695,n,,MS,m,a,11.4,115,84,1,1,61,,18.9,,,,,,,
"PRIVAT, Labes, Falkenhagen ",27/06/2023,"sunny, very windy",18,10:51:00,SKS,VH80696,n,,MS,m,a,11.2,110,80,2,1,59,,18.7,,,,,,,
"PRIVAT, Labes, Falkenhagen ",27/06/2023,"sunny, very windy",18,11:05:00,SKS,VH80697,n,3151,MS,?,a,11.5,110,81,2,0,60,,21,y,,y,,y,,walker
Menke-Kutzerow,27/06/2023,,,12:05:00,SKS,VH80698,n,,MS,m,a,11.4,114,85,2,2,65,,17,,,,,,,
Menke-Kutzerow,27/06/2023,,,12:07:00,CL,VH80734,n,,MS,m,a,10.8,108,83,2,1,,,19,,,,,,,
Menke-Kutzerow,27/06/2023,,,12:11:00,CL,VH80735,n,,MS,f,a,11,113,90,3,1,63,,15.6,,,,,,,
Menke-Kutzerow,27/06/2023,,,12:12:00,CS,VH80736,n,,MS,m,a,11.8,113,96,2,1,63,,19.4,,,,,,,
Menke-Kutzerow,27/06/2023,,,12:17:00,CL,VH80737,n,,MS,m,a,11.3,113,87,1,1,66,,17,,,,,,,
Menke-Kutzerow,27/06/2023,,,12:19:00,CS,VH80436,y,,MS,m,a,11.6,113,85,1,1,66,,19.3,,,,,,,
Menke-Kutzerow,27/06/2023,,,12:21:00,CL,VH80429,y,,MS,m,a,11.9,107,82,0,1,53,,16.2,,,,,,,
Menke-Kutzerow,27/06/2023,,,12:23:00,CS,VH80738,n,,MS,m,a,11.5,110,84,3,2,59,,17.1,,,,,,,
Menke-Kutzerow,27/06/2023,,,12:27:00,CS,VH80739,n,,MS,m,a,11.5,110,83,3,2,57,,19.1,,,,,,,
Menke-Kutzerow,27/06/2023,,,12:29:00,CL,VH80740,n,,MS,f,a,12,112,87,2,1,55,,18.7,,,,,,,
Menke-Kutzerow,27/06/2023,,,12:31:00,CS,VH80741,n,,MS,m,a,11.3,109,81,1,1,59,,17.3,,,,,,,
Menke-Kutzerow,27/06/2023,,,12:33:00,CL,VH80705,y,3149,MS,f,a,11.5,109,84,3,2,,,20.1,,y,y,,y,,no blood
Menke-Kutzerow,27/06/2023,,,12:48:00,CL,VH80742,n,,MS,f,a,12.2,111,84,2,1,57,,18.6,,,,,,,
Menke-Kutzerow,27/06/2023,,,12:56:00,CL,VH80718,y,,MS,,,,,,,,,,17.9,,,,,,,
Menke-Kutzerow,27/06/2023,,,12:58:00,CL,VH80624,y,,MS,f,a,12.2,111,84,1,1,62,,16.7,,,,,,,
Menke-Kutzerow,27/06/2023,,,13:06:00,CL,VH80603,y,,MS,,a,,,,,,,,19.1,,,,,,,
Mueller,27/06/2023,schwül,25,09:02:00,CL,VH80723,,,MS,m,a,11.1,111,,2,1,,,17.7,,,,,,,
Mueller,27/06/2023,schwül,25,09:13:00,CL,VH80724,,,MS,f,a,11.2,120,,1,0,,,17.7,,,,,,,
Mueller,27/06/2023,schwül,25,09:19:00,CL,VH80725,,,MS,m,a,11.5,115,,2,2,,,17.4,,,,,,,
Mueller,27/06/2023,schwül,25,09:37:00,CL,VH80726,,,MS,m,a,11.5,111,,1,1,,,17.6,,,,,,,
Mueller,27/06/2023,schwül,25,09:49:00,CL,VH80727,,,MS,f,,11.5,111,,3,1,,,17.7,,,,,,,
Mueller,27/06/2023,schwül,25,10:00:00,CL,VH80728,,,MS,m,a,12.2,114,,2,1,,,17.1,,,,,,,
Mueller,27/06/2023,schwül,25,10:13:00,CL,VH80729,,,MS,m,,11.4,112,,2,2,,,18.5,,,,,,,
Mueller,27/06/2023,schwül,25,10:39:00,CL,VH80730,,,MS,m,a,11,109,,2,1,,,18.5,,,,,,,
Mueller,27/06/2023,schwül,25,10:40:00,CL,VH80731,,,MS,m,a,11.8,112,,1,1,,,18.1,,,,,,,
Mueller,27/06/2023,schwül,25,10:43:00,CL,VH80732,,,MS,f,a,11.8,116,,3,2,,,19.3,,,,,,,
Mueller,27/06/2023,schwül,25,10:54:00,CL,VH80733,,,MS,m,a,11.4,114,,2,1,,,18,,,,,,,
Fom.Martin Holzendorf,27/06/2023,Leicht bewölkt winding,17,08:18:00,CS,ZK56801,y,,RS,f,a,,,,2,2,,,17,,,,,,,
Fom.Martin Holzendorf,27/06/2023,Leicht bewölkt winding,17,08:21:00,CS,ZK56805,y,3090,RS,m,a,,,,1,2,,,19.5,,y,,,,,torbot
Fom.Martin Holzendorf,27/06/2023,Leicht bewölkt winding,17,08:23:00,CS,ZK56802,y,3069,RS,m,a,,,,1,2,,,19,,y,,,,LF,torbot
Fom.Martin Holzendorf,27/06/2023,Leicht bewölkt winding,17,08:24:00,CS,ZK56804,y,,RS,m,a,,,,1,1,,,17.5,,,,,,,
Fom.Martin Holzendorf,27/06/2023,Leicht bewölkt winding,17,08:29:00,CS,ZK22772,n,3064,RS,f,a,11.3,122,,2,2,,42.4,21.5,y,,y,y,y,LF,torbot
Fom.Martin Holzendorf,27/06/2023,Leicht bewölkt winding,17,08:59:00,CS,ZK22773,n,,RS,m,a,11.4,129,,1,1,,73.3,18.5,,,,,,,
Fom.Martin Holzendorf,27/06/2023,Leicht bewölkt winding,17,09:12:00,CS,ZK56802,y,3084,RS,m,a,,,,1,2,,,19,,,,,,,walker
Rens,27/06/2023,"windig, wechselhaft, sonnig",21,13:30:00,CS,ZK22774,n,,RS,f,a,11.4,128,,3,3,,38.8,23.5,,,,,,,pregnant
Rens,27/06/2023,"windig, wechselhaft, sonnig",21,13:35:00,CS,ZK22775,n,3086,RS,m,a,11.7,129,,1,2,,69.8,20.5,y,y,y,y,y,LF,
Rens,27/06/2023,"windig, wechselhaft, sonnig",21,13:55:00,CS,ZK22776,n,,RS,m,a,11.1,122,,2,2,,54.4,18.5,,y,,,,,
Rens,27/06/2023,"windig, wechselhaft, sonnig",21,14:05:00,CS,ZK56926,y,3068,RS,f,a,11.2,126,,5,3,,35.3,20,y,,y,y,y,,eye lash ->MG
Rens,27/06/2023,"windig, wechselhaft, sonnig",21,14:09:00,CS,ZK22777,n,,RS,,j,,,,,,,,,,,,,,,beringung links 
Rens,27/06/2023,"windig, wechselhaft, sonnig",21,14:14:00,CS,ZK22778,n,,RS,m,a,11.3,125,,2,2,,62,18,,,,,,,
Rens,27/06/2023,"windig, wechselhaft, sonnig",21,14:19:00,CS,ZK56927,y,,RS,m?,a,11.4,123,,2,0,,47.1,18,,,,,,LF+,steurfeden -> MG
Rens,27/06/2023,"windig, wechselhaft, sonnig",21,14:24:00,CS,ZK56929,y,3098,RS,m,a,11.4,125,,1,1,,54.9,19,y,y,y,y,y,LF+,eyelash -> MG
Rens,27/06/2023,"windig, wechselhaft, sonnig",21,14:35:00,CS,ZK56924,y,3163,RS,m,a,11.1,130,,1,0,,70.5,19,y,,y,y,y,,eyelash -> MG
Rens,27/06/2023,"windig, wechselhaft, sonnig",21,14:36:00,CS,ZK22779,n,,RS,,j,,,,,,,,,,,,,,LF+,beringung links 
Rens,27/06/2023,"windig, wechselhaft, sonnig",21,14:44:00,MG,ZK22780,n,,RS,m,a,10.7,126,,1,0,,69.8,17.5,,,,,,LF+,
Rens,27/06/2023,"windig, wechselhaft, sonnig",21,14:45:00,CS,ZK22781,n,,RS,f,a,10.6,118,,3,3,,47.8,22,,,,,,,pregnant
Rens,27/06/2023,"windig, wechselhaft, sonnig",21,14:49:00,MG,ZK22782,n,,RS,f,a,11.2,125,,2,0,,40.8,20,,,,,,,pregnant
Futterhaus,27/06/2023,teils wolken,19,08:40:00,WU,ZK22727,y,3159,RS,m,a,,129,,1,1,,79.1,21,,y,y,,y,,"walker, no blood"
Futterhaus,27/06/2023,teils wolken,19,09:10:00,WU,ZK22708,y,,RS,f,a,,122,,0,3,,48.6,17,,,,,,,
Futterhaus,27/06/2023,teils wolken,19,10:00:00,WU,ZK56943,n,,RS,f,a,11.6,125,,0,3,,43.5,17.5,,,,,,,
Futterhaus,27/06/2023,teils wolken,19,10:20:00,WU,VH80658,y,3157,MS,m,a,,108,,1,3,,,20,,y,,,,,walker
Futterhaus,27/06/2023,teils wolken,19,10:20:00,WU,VH80583,y,,MS,,,,,,1,2,,,,,,,,,,
Futterhaus,27/06/2023,teils wolken,19,10:43:00,TM,ZK56944,n,,RS,f,a,11.6,123,,1,2,,35.8,18,,,,,,,
Futterhaus,27/06/2023,teils wolken,19,11:30:00,WU,ZK56945,n,3154,RS,f,a,10.7,126,,3,2,,40.8,22.5,y,,y,,y,,wimp
Futterhaus,27/06/2023,teils wolken,19,11:35:00,WU,ZK56914,y,3156,RS,f,a,,122,,3,2,,44.6,23,,,,,,,wimp
Futterhaus,27/06/2023,teils wolken,19,11:40:00,WU,VH80648,y,3153,MS,m?,a,,108,,1,3,,,20,,y,,,,,wimp
Futterhaus,27/06/2023,teils wolken,19,12:30:00,WU,ZK56946,n,3095,RS,f,a,11.1,121,,1,2,,44.8,19,y,,y,,y,,walker
Futterhaus,27/06/2023,teils wolken,19,12:40:00,WU,VH80661,y,,MS,f,a,,112,,1,3,,,19.5,,y,,,,,walker
Futterhaus,27/06/2023,teils wolken,19,13:00:00,WU,VH80658,y,,MS,,,,,,,,,,,,,,,,,
Futterhaus,27/06/2023,teils wolken,19,13:27:00,WU,ZK56947,n,3097,RS,m,a,10.9,124,,1,2,,55.9,21,,y,,,,,walker
Futterhaus,27/06/2023,teils wolken,19,13:45:00,WU,ZK56920,y,3160,RS,f,a,,124,,3,2,,,20.5,y,y,y,,y,,wimp
Futterhaus,27/06/2023,teils wolken,19,13:50:00,WU,ZK56948,n,3087,RS,m,a,11.1,122,,1,2,,60.8,21.5,y,y,y,,y,,wimp
Futterhaus,27/06/2023,teils wolken,19,14:20:00,WU,ZK56949,n,3175,RS,m,a,11.5,124,,1,1,,55.5,20.5,,y,y,,y,,walker
Futterhaus,27/06/2023,teils wolken,19,14:20:00,LS,ZK56950,n,,RS,f,a,10.8,120,,1,1,,37.1,16.5,,,,,,,
Futterhaus,27/06/2023,teils wolken,19,15:00:00,NS,ZK56952,n,,RS,m,a,,122,,1,1,,69.2,18.5,,,,,,,
Futterhaus,27/06/2023,teils wolken,19,15:05:00,WU,ZK56951,n,3161,RS,m,a,11,124,,1,2,,75.7,19.5,y,y,y,,y,,walker
Futterhaus,27/06/2023,teils wolken,19,15:29:00,WU,ZK56921,y,,RS,f,a,11.1,125,,2,3,,55.6,19.5,,,,,,,
Futterhaus,27/06/2023,teils wolken,19,15:46:00,WU,ZK56943,y,,RS,,,,,,,,,,19,,,,,,,
Futterhaus,27/06/2023,teils wolken,19,16:30:00,WU,VH80583,y,,MS,,,,,,,,,,,,,,,,,
Futterhaus,27/06/2023,teils wolken,19,16:36:00,WU,VH80544,y,3162,MS,m,a,,112,,1,3,,,21.5,y,y,y,,y,LF,wimp
Mehlis II MVA,28/06/2023,teils bewölkt windig,20,17:20:00,WU,3171,n,3171,MS,f,a,12.3,113,,3,3,,,20,y,y,y,,,,walker
Mehlis II MVA,28/06/2023,teils bewölkt windig,20,17:40:00,WU,3166,n,3166,MS,f,a,10.8,113,,3,2,,,20,,,,,,,walker
Mehlis II MVA,28/06/2023,teils bewölkt windig,20,17:45:00,WU,3169,n,3169,MS,f,a,11.2,111,,3,3,,,20,,y,y,,y,,walker
Mehlis II MVA,28/06/2023,teils bewölkt windig,20,18:30:00,WU,3174,n,3174,MS,m,a,12,126,,1,3,,,20.5,y,y,,,,,wimp
Mehlis II MVA,28/06/2023,teils bewölkt windig,20,19:00:00,WU,3172,n,3172,MS,m,a,12.1,110,,1,2,,,21,,y,,,,,wlaker
